ky,band_index,energy,edge_weight
-3.141592653589793,0,-1.9998742808197607,0.0008419794951182546
-3.141592653589793,1,-1.99987428081976,0.0008419794951197896
-3.141592653589793,2,-1.9994974077410057,0.003338412334348101
-3.141592653589793,3,-1.9994974077410053,0.003338412334350413
-3.141592653589793,4,-1.998870233815503,0.007401936898256092
-3.141592653589793,5,-1.998870233815503,0.0074019368982570725
-3.141592653589793,6,-1.997994179680789,0.012890755323704563
-3.141592653589793,7,-1.9979941796807887,0.012890755323717282
-3.141592653589793,8,-1.9968712318811308,0.019614180797599075
-3.141592653589793,9,-1.9968712318811304,0.019614180797607173
-3.141592653589793,10,-1.9955039405050718,0.027340090382147776
-3.141592653589793,11,-1.9955039405050718,0.027340090382146194
-3.141592653589793,12,-1.9938954161277578,0.035803984972996854
-3.141592653589793,13,-1.9938954161277578,0.035803984972990185
-3.141592653589793,14,-1.9920493260429348,0.044719293487320684
-3.141592653589793,15,-1.9920493260429344,0.04471929348733994
-3.141592653589793,16,-1.989969889766193,0.05378850831557275
-3.141592653589793,17,-1.9899698897661926,0.05378850831555719
-3.141592653589793,18,-1.9876618737877907,0.06271470546112282
-3.141592653589793,19,-1.9876618737877905,0.06271470546114014
-3.141592653589793,20,-1.9851305855501884,0.07121298700894563
-3.141592653589793,21,-1.9851305855501882,0.07121298700894313
-3.141592653589793,22,-1.982381866622289,0.0790213862741451
-3.141592653589793,23,-1.9823818666222888,0.07902138627415395
-3.141592653589793,24,-1.9794220850393935,0.08591079713213648
-3.141592653589793,25,-1.9794220850393935,0.08591079713213863
-3.141592653589793,26,-1.976258126774934,0.09169352783643532
-3.141592653589793,27,-1.9762581267749324,0.09169352783642604
-3.141592653589793,28,-1.9728973863073271,0.09623013460886178
-3.141592653589793,29,-1.9728973863073271,0.09623013460886432
-3.141592653589793,30,-1.9693477562427253,0.09943425930959408
-3.141592653589793,31,-1.9693477562427246,0.09943425930958982
-3.141592653589793,32,-1.9656176159521077,0.10127527587324545
-3.141592653589793,33,-1.965617615952107,0.10127527587323656
-3.141592653589793,34,-1.9617158191790998,0.10177863877635496
-3.141592653589793,35,-1.9617158191790993,0.10177863877636562
-3.141592653589793,36,-1.957651680573184,0.10102392008606473
-3.141592653589793,37,-1.9576516805731834,0.1010239200860776
-3.141592653589793,38,-1.9534349611016293,0.09914061592596415
-3.141592653589793,39,-1.9534349611016288,0.09914061592597156
-3.141592653589793,40,-1.9490758522925735,0.09630189471215388
-3.141592653589793,41,-1.949075852292573,0.09630189471215478
-3.141592653589793,42,-1.9445849592613391,0.09271654457142431
-3.141592653589793,43,-1.9445849592613391,0.09271654457141498
-3.141592653589793,44,-1.939973282472298,0.0886194524890388
-3.141592653589793,45,-1.9399732824722977,0.08861945248903999
-3.141592653589793,46,-1.9352521981895132,0.08426100984201902
-3.141592653589793,47,-1.9352521981895126,0.08426100984202861
-3.141592653589793,48,-1.9304334375710956,0.07989588543620633
-3.141592653589793,49,-1.9304334375710954,0.07989588543620325
-3.141592653589793,50,-1.9255290643647485,0.07577163595811766
-3.141592653589793,51,-1.9255290643647485,0.0757716359581315
-3.141592653589793,52,-1.920551451165453,0.07211763352829381
-3.141592653589793,53,-1.9205514511654522,0.07211763352830194
-3.141592653589793,54,-1.915513254200818,0.0691347801957059
-3.141592653589793,55,-1.9155132542008175,0.06913478019571703
-3.141592653589793,56,-1.9104273866152517,0.06698644991470472
-3.141592653589793,57,-1.9104273866152517,0.06698644991470601
-3.141592653589793,58,-1.9053069902309796,0.0657910507429102
-3.141592653589793,59,-1.9053069902309796,0.06579105074290703
-3.141592653589793,60,-1.9001654057720978,0.06561653540101525
-3.141592653589793,61,-1.9001654057720978,0.06561653540100501
-3.141592653589793,62,-1.8950161415473303,0.06647710935066414
-3.141592653589793,63,-1.8950161415473301,0.06647710935065768
-3.141592653589793,64,-1.889872840598048,0.068332295208354
-3.141592653589793,65,-1.8898728405980476,0.06833229520835145
-3.141592653589793,66,-1.8847492463304043,0.07108841416935255
-3.141592653589793,67,-1.8847492463304043,0.07108841416935241
-3.141592653589793,68,-1.8796591666641456,0.07460244310139244
-3.141592653589793,69,-1.8796591666641456,0.0746024431014001
-3.141592653589793,70,-1.8746164367457756,0.0786881042569429
-3.141592653589793,71,-1.8746164367457756,0.07868810425695628
-3.141592653589793,72,-1.8696348802901666,0.08312394739630236
-3.141592653589793,73,-1.8696348802901661,0.08312394739629003
-3.141592653589793,74,-1.8647282696323904,0.08766309567129521
-3.141592653589793,75,-1.8647282696323895,0.08766309567128427
-3.141592653589793,76,-1.859910284590295,0.09204425078558665
-3.141592653589793,77,-1.8599102845902946,0.09204425078560269
-3.141592653589793,78,-1.8551944702580252,0.09600349318353668
-3.141592653589793,79,-1.8551944702580248,0.09600349318354442
-3.141592653589793,80,-1.8505941938710457,0.09928637219918614
-3.141592653589793,81,-1.8505941938710455,0.09928637219918166
-3.141592653589793,82,-1.846122600903998,0.10165976136258215
-3.141592653589793,83,-1.8461226009039975,0.10165976136258134
-3.141592653589793,84,-1.8417925705835838,0.10292295670845453
-3.141592653589793,85,-1.8417925705835834,0.10292295670845979
-3.141592653589793,86,-1.837616671019273,0.10291752133044493
-3.141592653589793,87,-1.8376166710192723,0.10291752133044796
-3.141592653589793,88,-1.8336071141745476,0.10153542695822726
-3.141592653589793,89,-1.833607114174547,0.10153542695823456
-3.141592653589793,90,-1.8297757109202424,0.09872511140057859
